frame;time;maxForce;avgForce;maxAccel
1;0.033333;0;0;0
2;0.066667;0;0;0
3;0.100000;0;0;0
4;0.133333;0;0;0
5;0.166667;0;0;0
6;0.200000;0;0;0
7;0.233333;0;0;0
8;0.266667;0;0;0
9;0.300000;0;0;0
10;0.333333;0;0;0
11;0.366667;0;0;0
12;0.400000;0;0;0
13;0.433333;0;0;0
14;0.466667;0;0;0
15;0.500000;0;0;0
16;0.533333;0;0;0
17;0.566667;0;0;0
18;0.600000;0;0;0
19;0.633333;0;0;0
20;0.666667;0;0;0
21;0.700000;0;0;0
22;0.733334;0;0;0
23;0.766667;0;0;0
24;0.800000;0;0;0
25;0.833334;0;0;0
26;0.866667;0;0;0
27;0.900000;0;0;0
